"age","gender","education","ethnicity","income","partisanship","eu_ref","condition","ethnicity_simple","know","contact","worry","govt_perf","restrict","behavior","numeracy","trust","distrust"
56,"Female","A-level (or equivalent)","White","6","Labour","I voted Leave","treat2","White",0.478411095681547,0.460547865513442,1.6137917861682,-0.758820588623685,0.35076386178548,-0.61273521267665,6,-0.225505939362607,0.75147380203735
30,"Female","Undergraduate degree (e.g., BA)","White","11","Labour","I voted Remain","treat2","White",0.478411095681547,-0.476248804454124,-1.03522129865336,1.27888711087707,0.35076386178548,1.23698157272214,3.33333333333333,0.906610295808507,-0.545723683660622
29,"Female","Undergraduate degree (e.g., BA)","White","1","No party","I voted Leave","treat2","White",-0.346210927114368,-0.476248804454124,-1.34535842401841,0.80645351844387,-1.49368278420392,-0.61273521267665,3.66666666666667,0.174875760452895,-0.163023990239364
31,"Male","Undergraduate degree (e.g., BA)","White","3","Conservative Party","I voted Leave","treat2","White",0.478411095681547,-0.476248804454124,-1.97569903264372,-1.43269617716106,-0.72988822364663,-0.61273521267665,4,-0.707567328547404,0.75147380203735
53,"Female","Undergraduate degree (e.g., BA)","White","4","Conservative Party","I voted Leave","treat2","White",-1.12485768652899,0.460547865513442,0.0148571350245476,2.48638709001981,0.35076386178548,-0.61273521267665,5.33333333333333,1.64768139012258,-1.18753996348727
39,"Female","Postgraduate degree (e.g., MA, MSc, PhD)","White","3","Liberal Democrats","I voted Remain","treat2","White",0.478411095681547,-0.476248804454124,0.542226157630451,0.141657406557449,0.35076386178548,0.0954693109573851,4.66666666666667,0.411588730106231,-0.443944911404698
53,"Female","A-level (or equivalent)","White","4","Conservative Party","I voted Leave","treat2","White",-0.346210927114368,-0.476248804454124,-1.60829096761465,1.27888711087707,-0.72988822364663,0.653457304943914,3.66666666666667,0.906610295808507,-1.18753996348727
18,"Female","A-level (or equivalent)","White","9","Liberal Democrats","I was not eligible to vote, but would have voted Remain","treat2","White",0.478411095681547,1.2085476392682,0.542226157630451,1.27888711087707,0.35076386178548,0.653457304943914,2.66666666666667,0.347354005450182,-0.723456133636216
24,"Female","Postgraduate degree (e.g., MA, MSc, PhD)","White","4","UKIP","I voted Leave","treat2","White",0.478411095681547,1.20587038402259,-0.40656918917133,0.469453458655334,0.35076386178548,1.23698157272214,4,1.2012493209256,-0.415375455610038
80,"Female","GCSE (or equivalent)","White","4","Conservative Party","I voted Leave","treat2","White",0.478411095681547,1.2085476392682,1.6137917861682,0.469453458655334,0.35076386178548,-0.61273521267665,4,0.906610295808507,-0.19002059566143
57,"Male","GCSE (or equivalent)","White","3","Labour","I voted Remain","treat2","White",0.478411095681547,-0.476248804454124,-0.164773287130284,0.499905767924618,0.35076386178548,-0.61273521267665,4.33333333333333,-0.171076826370267,-0.163023990239364
57,"Female","Undergraduate degree (e.g., BA)","White","2","Green Party","I voted Remain","treat2","White",0.478411095681547,-0.476248804454124,1.30114992120372,-1.43269617716106,0.35076386178548,-0.61273521267665,6,-1.95680751435798,1.41486642440853
27,"Male","Undergraduate degree (e.g., BA)","White","5","Labour","I voted Remain","treat2","White",-0.346210927114368,-0.476248804454124,0.215245801954673,1.27888711087707,-1.49368278420392,0.275111599347801,4,0.823944676335416,-0.13608521028423
61,"Male","GCSE (or equivalent)","White","6","Conservative Party","I voted Leave","treat2","White",0.478411095681547,-0.476248804454124,-1.60829096761465,1.27888711087707,-2.03879438148036,2.08509429149117,3,0.174875760452895,0.11136859957819
47,"Female","Undergraduate degree (e.g., BA)","White","8","No party","I voted Remain","treat2","White",0.478411095681547,-0.476248804454124,0.39131192602455,0.109008854862144,0.35076386178548,-0.61273521267665,4.66666666666667,-0.707567328547404,0.75147380203735
75,"Male","GCSE (or equivalent)","White","3","Conservative Party","I voted Leave","treat2","White",0.478411095681547,-0.476248804454124,-0.569873777763838,1.83093942035946,0.35076386178548,-0.61273521267665,5.33333333333333,2.6806920328248,-2.17037786409303
20,"Male","A-level (or equivalent)","White","5","Liberal Democrats","I was not eligible to vote, but would have voted Remain","treat2","White",-0.346210927114368,0.460547865513442,-0.247447914764378,0.469453458655334,0.35076386178548,1.23698157272214,4.66666666666667,-0.707567328547404,2.01819117897551
20,"Male","A-level (or equivalent)","White","2","Green Party","I was not eligible to vote, but would have voted Remain","treat2","White",0.478411095681547,-0.476248804454124,-0.40656918917133,-0.266041503411797,0.35076386178548,-0.61273521267665,3.33333333333333,-0.707567328547404,0.75147380203735
19,"Male","A-level (or equivalent)","White","4","Liberal Democrats","I was not eligible to vote, but would have voted Remain","treat2","White",0.478411095681547,-0.476248804454124,-0.569873777763838,-0.266041503411797,0.35076386178548,1.23698157272214,6,1.2012493209256,-0.443944911404698
19,"Male","A-level (or equivalent)","White","5","Liberal Democrats","I voted Remain","treat2","White",0.478411095681547,-0.476248804454124,0.542226157630451,1.27888711087707,-0.72988822364663,0.653457304943914,4,0.179534895706871,0.179364505373351
20,"Male","A-level (or equivalent)","White","3","Conservative Party","I was not eligible to vote, but would not have voted","treat2","White",-0.42711066755529,-0.476248804454124,-0.276300476565677,1.23154815837477,0.35076386178548,0.653457304943914,6,1.3083047908542,-0.486626593267948
21,"Male","A-level (or equivalent)","White","1","No party","I was not eligible to vote, but would have voted Remain","treat2","White",0.478411095681547,-0.476248804454124,-0.858249332927297,1.27888711087707,0.35076386178548,1.23698157272214,6,0.472438504403176,-1.77213622940046
26,"Male","A-level (or equivalent)","White","3","No party","I voted Leave","treat2","White",-0.346210927114368,-0.476248804454124,0.980948052732125,0.439060660820015,0.35076386178548,-0.61273521267665,4.66666666666667,2.332759842169,-0.443944911404698
65,"Male","Postgraduate degree (e.g., MA, MSc, PhD)","White","4","Liberal Democrats","I was not eligible to vote, but would have voted Remain","treat2","White",0.478411095681547,-0.476248804454124,1.6137917861682,-1.43269617716106,0.35076386178548,-0.61273521267665,5.33333333333333,0.00112798586670993,0.179364505373351
58,"Male","A-level (or equivalent)","White","4","Liberal Democrats","I voted Remain","treat2","White",0.478411095681547,-0.476248804454124,-0.569873777763838,0.109008854862144,0.35076386178548,-0.61273521267665,5.33333333333333,-0.171076826370267,0.179364505373351
18,"Male","A-level (or equivalent)","White","10","Liberal Democrats","I was not eligible to vote, but would have voted Remain","treat2","White",-0.346210927114368,-0.476248804454124,-1.60829096761465,-1.43269617716106,0.35076386178548,-0.61273521267665,6,-0.171076826370267,-1.62101884099287
22,"Male","Undergraduate degree (e.g., BA)","White","5","Conservative Party","I voted Remain","treat2","White",0.478411095681547,0.460547865513442,-1.97569903264372,-0.266041503411797,-0.631210854979936,1.43641623760841,6,1.2012493209256,-1.18753996348727
18,"Male","GCSE (or equivalent)","White","1","Conservative Party","I was not eligible to vote, but would have voted Leave","treat2","White",0.478411095681547,-0.476248804454124,-0.858249332927297,-1.43269617716106,0.35076386178548,0.653457304943914,5.66666666666667,0.00112798586670993,-2.17037786409303
35,"Female","Undergraduate degree (e.g., BA)","White","8","Labour","I was not eligible to vote, but would have voted Leave","treat2","White",0.478411095681547,0.460547865513442,0.948385674243263,1.27888711087707,0.35076386178548,-0.61273521267665,4.66666666666667,1.64768139012258,-1.72870802712963
43,"Male","Undergraduate degree (e.g., BA)","White","6","SNP","I voted Remain","treat2","White",0.478411095681547,0.460547865513442,-0.40656918917133,-1.43269617716106,0.35076386178548,-0.61273521267665,5.33333333333333,-1.23103345450765,0.179364505373351
30,"Male","Undergraduate degree (e.g., BA)","White","5","Liberal Democrats","I was eligible to vote, but did not","treat2","White",0.478411095681547,-0.476248804454124,-0.569873777763838,0.109008854862144,0.35076386178548,-0.61273521267665,5,-0.423893164514084,0.71985757444244
22,"Male","Undergraduate degree (e.g., BA)","White","6","Labour","I voted Remain","treat2","White",0.478411095681547,0.460547865513442,-1.1353429071287,-1.43269617716106,-0.631210854979936,2.08509429149117,3.33333333333333,-0.934074901068862,1.05140130502643
32,"Male","A-level (or equivalent)","White","2","Conservative Party","I was not eligible to vote, but would have voted Leave","treat2","White",-0.346210927114368,0.460547865513442,-1.60829096761465,-0.266041503411797,-1.49368278420392,-0.61273521267665,5.66666666666667,0.174875760452895,0.41115319963557
47,"Male","A-level (or equivalent)","White","3","Liberal Democrats","I was eligible to vote, but did not","treat2","White",0.478411095681547,-0.476248804454124,0.163641975699556,0.109008854862144,0.35076386178548,-0.61273521267665,5,0.60588091299883,-1.18753996348727
66,"Male","A-level (or equivalent)","White","3","Conservative Party","I voted Leave","treat2","White",-0.346210927114368,-0.476248804454124,1.6137917861682,0.469453458655334,0.35076386178548,-0.61273521267665,5.33333333333333,0.411588730106231,0.179364505373351
45,"Male","GCSE (or equivalent)","White","6","Conservative Party","I voted Leave","treat2","White",-0.346210927114368,-0.476248804454124,-1.03522129865336,1.27888711087707,0.35076386178548,-0.61273521267665,6,0.906610295808507,-0.443944911404698
34,"Male","Undergraduate degree (e.g., BA)","White","5","Labour","I voted Remain","treat2","White",-0.346210927114368,-0.476248804454124,-0.40656918917133,-0.266041503411797,-0.72988822364663,-0.61273521267665,3.66666666666667,0.411588730106231,-1.18753996348727
60,"Male","A-level (or equivalent)","White","5","No party","I voted Remain","treat2","White",0.478411095681547,-0.476248804454124,-0.40656918917133,-0.266041503411797,0.35076386178548,-0.61273521267665,4,-0.707567328547404,0.75147380203735
24,"Male","A-level (or equivalent)","White","2","Labour","I voted Remain","treat2","White",0.478411095681547,-0.476248804454124,0.39131192602455,0.109008854862144,0.35076386178548,-0.61273521267665,4,0.00577532133344975,0.440481649117151
61,"Male","GCSE (or equivalent)","White","4","No party","I was eligible to vote, but did not","treat2","White",-0.346210927114368,0.460547865513442,-0.569873777763838,-0.758820588623685,0.35076386178548,0.653457304943914,3,0.231678464004934,0.440481649117151
29,"Male","A-level (or equivalent)","White","1","Labour","I was eligible to vote, but did not","treat2","White",-0.346210927114368,-0.476248804454124,0.13642880061627,-1.43269617716106,-1.49368278420392,-0.61273521267665,4,-0.171076826370267,0.75147380203735
35,"Male","GCSE (or equivalent)","White","1","No party","I was eligible to vote, but did not","treat2","White",0.478411095681547,-0.476248804454124,0.13642880061627,1.27888711087707,0.35076386178548,-0.61273521267665,4.33333333333333,1.3083047908542,-1.18753996348727
58,"Male","Undergraduate degree (e.g., BA)","White","4","Labour","I voted Remain","treat2","White",0.478411095681547,-0.476248804454124,0.39131192602455,-1.43269617716106,0.35076386178548,-0.61273521267665,5.33333333333333,-1.57350052905171,2.01819117897551
20,"Male","A-level (or equivalent)","White","3","No party","I was not eligible to vote, but would have voted Remain","treat2","White",0.478411095681547,-0.476248804454124,-0.40656918917133,-1.43269617716106,-0.72988822364663,0.653457304943914,6,-1.00788596326447,1.05140130502643
41,"Male","GCSE (or equivalent)","White","5","Labour","I voted Remain","treat2","White",0.478411095681547,0.460547865513442,1.6137917861682,-1.43269617716106,0.35076386178548,-0.61273521267665,3.66666666666667,-1.95680751435798,1.51302502738189
49,"Male","Undergraduate degree (e.g., BA)","White","3","UKIP","I voted Leave","treat2","White",-0.346210927114368,-0.476248804454124,1.6137917861682,-0.266041503411797,0.35076386178548,-0.61273521267665,5.33333333333333,0.411588730106231,0.642562123864804
21,"Male","A-level (or equivalent)","White","4","Conservative Party","I was eligible to vote, but did not","treat2","White",0.478411095681547,-0.476248804454124,-0.40656918917133,1.27888711087707,0.35076386178548,-0.61273521267665,2,1.2012493209256,-1.18753996348727
28,"Male","GCSE (or equivalent)","White","5","No party","I was eligible to vote, but did not","treat2","White",-0.346210927114368,-0.476248804454124,-1.34535842401841,-1.43269617716106,-2.03879438148036,-0.61273521267665,5,-1.95680751435798,2.01819117897551
19,"Male","GCSE (or equivalent)","White","5","Conservative Party","I was eligible to vote, but did not","treat2","White",0.478411095681547,1.2085476392682,1.6137917861682,-0.758820588623685,0.35076386178548,-0.61273521267665,3.33333333333333,0.00112798586670993,-0.13608521028423
41,"Female","A-level (or equivalent)","White","5","No party","I was eligible to vote, but did not","treat2","White",-0.346210927114368,1.2085476392682,-0.569873777763838,0.469453458655334,-0.72988822364663,0.653457304943914,0.666666666666667,0.174875760452895,-0.443944911404698
60,"Male","A-level (or equivalent)","White","2","No party","I voted Leave","treat2","White",0.478411095681547,0.460547865513442,0.542226157630451,-0.266041503411797,0.35076386178548,-0.61273521267665,2.33333333333333,0.174875760452895,0.830630793963416
28,"Male","GCSE (or equivalent)","White","4","Conservative Party","I voted Leave","treat2","White",-0.346210927114368,-0.476248804454124,-0.858249332927297,1.83093942035946,0.35076386178548,-0.61273521267665,4.66666666666667,1.2012493209256,-0.163023990239364
46,"Male","Undergraduate degree (e.g., BA)","White","7","Conservative Party","I voted Remain","treat2","White",0.478411095681547,1.2085476392682,-0.569873777763838,1.88513304419888,-0.72988822364663,2.08509429149117,6,-0.707567328547404,-1.18753996348727
50,"Male","GCSE (or equivalent)","White","5","Liberal Democrats","I voted Remain","treat2","White",0.478411095681547,-0.476248804454124,-0.569873777763838,1.27888711087707,0.35076386178548,0.653457304943914,4,0.906610295808507,-0.163023990239364
34,"Male","GCSE (or equivalent)","White","3","Liberal Democrats","I voted Remain","treat2","White",0.478411095681547,-0.476248804454124,-1.60829096761465,1.27888711087707,-0.72988822364663,1.23698157272214,4.66666666666667,0.231678464004934,-1.18753996348727
20,"Male","Undergraduate degree (e.g., BA)","White","3","Labour","I was not eligible to vote, but would have voted Remain","treat2","White",0.478411095681547,-0.476248804454124,-0.40656918917133,-0.266041503411797,0.35076386178548,-0.61273521267665,5.33333333333333,-1.23727785895138,1.05140130502643
33,"Male","Undergraduate degree (e.g., BA)","White","6","Conservative Party","I was eligible to vote, but did not","treat2","White",-1.12485768652899,0.370704037623811,-1.03522129865336,1.27888711087707,0.35076386178548,-0.61273521267665,2.33333333333333,1.2012493209256,-1.57747642608508
21,"Male","Undergraduate degree (e.g., BA)","White","5","No party","I voted Remain","treat2","White",0.478411095681547,-0.476248804454124,0.39131192602455,-0.304741160755354,0.35076386178548,0.653457304943914,6,-0.707567328547404,-0.163023990239364
44,"Male","A-level (or equivalent)","White","5","Conservative Party","I voted Remain","treat2","White",-0.346210927114368,-0.476248804454124,1.6137917861682,1.83093942035946,0.35076386178548,1.23698157272214,3,2.332759842169,0.151786008504716
21,"Male","Undergraduate degree (e.g., BA)","White","2","Liberal Democrats","I voted Remain","treat2","White",0.478411095681547,-0.476248804454124,-1.60829096761465,-0.266041503411797,0.35076386178548,-0.61273521267665,4.33333333333333,0.00112798586670993,0.11136859957819
29,"Male","GCSE (or equivalent)","White","1","Conservative Party","I voted Remain","treat2","White",-0.346210927114368,0.460547865513442,-1.1353429071287,-0.711099143561654,0.35076386178548,-0.61273521267665,4.33333333333333,0.411588730106231,0.179364505373351
43,"Male","Undergraduate degree (e.g., BA)","White","10","Conservative Party","I voted Leave","treat2","White",-0.346210927114368,0.373599441351396,-0.569873777763838,0.841543428125356,-0.72988822364663,0.653457304943914,6,0.906610295808507,0.75147380203735
35,"Male","GCSE (or equivalent)","White","2","No party","I voted Remain","treat2","White",0.478411095681547,-0.476248804454124,-0.569873777763838,1.27888711087707,-0.72988822364663,-0.61273521267665,5,0.668590802306462,0.75147380203735
64,"Male","A-level (or equivalent)","White","2","Labour","I voted Remain","treat2","White",0.478411095681547,0.460547865513442,1.30114992120372,0.109008854862144,0.35076386178548,1.23698157272214,5,0.906610295808507,0.0841065831950797
68,"Male","A-level (or equivalent)","White","3","Conservative Party","I voted Leave","treat2","White",-0.346210927114368,-0.476248804454124,-0.569873777763838,0.80645351844387,-1.49368278420392,-0.61273521267665,4.33333333333333,0.668590802306462,-0.096426897643124
24,"Male","Undergraduate degree (e.g., BA)","White","8","Conservative Party","I voted Remain","treat2","White",0.478411095681547,0.460547865513442,-0.569873777763838,0.80645351844387,0.35076386178548,0.653457304943914,4,1.2012493209256,-0.723456133636216
18,"Male","GCSE (or equivalent)","White","4","Labour","I was not eligible to vote, but would have voted Remain","treat2","White",0.478411095681547,1.2085476392682,-0.247447914764378,-0.758820588623685,0.35076386178548,0.653457304943914,5.33333333333333,-0.934074901068862,0.75147380203735
19,"Male","A-level (or equivalent)","White","2","Green Party","I was not eligible to vote, but would have voted Remain","treat2","White",-0.346210927114368,0.373599441351396,0.980948052732125,-0.266041503411797,0.35076386178548,-0.61273521267665,5.33333333333333,0.600391898492345,-1.18753996348727
28,"Male","Undergraduate degree (e.g., BA)","White","8","Green Party","I voted Remain","treat2","White",-0.346210927114368,0.373599441351396,-0.40656918917133,0.109008854862144,0.35076386178548,0.653457304943914,3.66666666666667,1.2012493209256,-1.18753996348727
22,"Male","GCSE (or equivalent)","White","4","No party","I voted Leave","treat2","White",-0.406090459737849,-0.476248804454124,1.6137917861682,0.469453458655334,0.35076386178548,0.653457304943914,0.666666666666667,0.00112798586670993,0.75147380203735
23,"Male","Undergraduate degree (e.g., BA)","White","5","Liberal Democrats","I voted Remain","treat2","White",0.478411095681547,1.2085476392682,1.6137917861682,-0.304741160755354,0.35076386178548,-0.61273521267665,4.66666666666667,0.174875760452895,-1.18753996348727
32,"Male","Undergraduate degree (e.g., BA)","White","7","Liberal Democrats","I voted Remain","treat2","White",-0.406090459737849,-0.476248804454124,0.948385674243263,-1.43269617716106,0.35076386178548,-0.61273521267665,4.66666666666667,-0.635603532311199,-0.345794717072796
51,"Male","A-level (or equivalent)","White","4","Labour","I voted Remain","treat2","White",-0.42711066755529,-0.476248804454124,-1.60829096761465,0.109008854862144,-0.72988822364663,-0.61273521267665,4.33333333333333,0.174875760452895,0.75147380203735
32,"Male","Postgraduate degree (e.g., MA, MSc, PhD)","White","5","Labour","I voted Remain","treat2","White",0.478411095681547,-0.476248804454124,0.0148571350245476,0.141657406557449,-1.42222881648173,0.653457304943914,4.33333333333333,-0.235395323329264,-0.723456133636216
56,"Male","A-level (or equivalent)","White","5","No party","I voted Leave","treat2","White",0.478411095681547,-0.476248804454124,-1.60829096761465,0.141657406557449,-2.03879438148036,0.653457304943914,3.66666666666667,0.830529312224985,0.0841065831950797
64,"Male","GCSE (or equivalent)","White","4","Conservative Party","I voted Leave","treat2","White",0.478411095681547,-0.476248804454124,-0.569873777763838,0.80645351844387,-1.49368278420392,1.23698157272214,4.33333333333333,0.906610295808507,-1.18753996348727
44,"Female","A-level (or equivalent)","White","4","Conservative Party","I voted Leave","treat2","White",-0.346210927114368,0.460547865513442,-0.40656918917133,0.499905767924618,-0.631210854979936,-0.61273521267665,4.33333333333333,1.2012493209256,0.151786008504716
28,"Male","A-level (or equivalent)","White","5","Labour","I voted Remain","treat2","White",-0.346210927114368,0.460547865513442,-0.569873777763838,-1.43269617716106,0.35076386178548,-0.61273521267665,4,-0.490582433502787,0.75147380203735
58,"Male","A-level (or equivalent)","White","4","UKIP","I voted Leave","treat2","White",-0.346210927114368,-0.476248804454124,-1.60829096761465,0.141657406557449,-2.03879438148036,0.653457304943914,5.66666666666667,-0.423893164514084,0.151786008504716
21,"Male","A-level (or equivalent)","White","2","SNP","I was not eligible to vote, but would not have voted","treat2","White",0.478411095681547,0.460547865513442,0.39131192602455,-0.266041503411797,0.35076386178548,0.653457304943914,3,0.174875760452895,-0.163023990239364
45,"Male","Undergraduate degree (e.g., BA)","White","6","Labour","I voted Remain","treat2","White",0.478411095681547,-0.476248804454124,0.542226157630451,-0.758820588623685,-0.72988822364663,0.653457304943914,5.66666666666667,-0.707567328547404,-0.840650458004401
56,"Male","A-level (or equivalent)","White","4","Green Party","I voted Leave","treat2","White",0.478411095681547,-0.476248804454124,1.6137917861682,-1.43269617716106,0.35076386178548,-0.61273521267665,6,-0.635603532311199,2.01819117897551
26,"Male","Postgraduate degree (e.g., MA, MSc, PhD)","White","2","Other party","I voted Remain","treat2","White",0.478411095681547,0.460547865513442,0.39131192602455,-0.758820588623685,0.35076386178548,-0.61273521267665,6,-0.235395323329264,0.179364505373351
30,"Male","Postgraduate degree (e.g., MA, MSc, PhD)","White","10","Liberal Democrats","I voted Remain","treat2","White",0.478411095681547,-0.476248804454124,-1.60829096761465,0.469453458655334,-0.72988822364663,0.653457304943914,5.66666666666667,0.00112798586670993,0.151786008504716
30,"Male","GCSE (or equivalent)","White","1","No party","I voted Remain","treat2","White",-1.86255051670098,-0.476248804454124,0.39131192602455,-1.43269617716106,0.35076386178548,-0.61273521267665,3,-0.707567328547404,0.75147380203735
58,"Male","GCSE (or equivalent)","White","3","Labour","I voted Leave","treat2","White",-0.346210927114368,-0.476248804454124,-0.569873777763838,0.109008854862144,-1.33896920861413,-0.61273521267665,5.33333333333333,0.906610295808507,-0.840650458004401
59,"Male","Postgraduate degree (e.g., MA, MSc, PhD)","White","1","Labour","I voted Remain","treat2","White",-0.346210927114368,-0.476248804454124,-1.03522129865336,-0.758820588623685,-1.33896920861413,1.23698157272214,4.66666666666667,-0.423893164514084,0.470034789417302
51,"Male","A-level (or equivalent)","White","2","Labour","I voted Remain","treat2","White",0.478411095681547,-0.476248804454124,0.39131192602455,-0.304741160755354,0.35076386178548,-0.61273521267665,3.66666666666667,0.906610295808507,0.11136859957819
26,"Male","GCSE (or equivalent)","White","4","No party","I voted Remain","treat2","White",-0.42711066755529,0.460547865513442,-1.03522129865336,0.469453458655334,-0.72988822364663,0.653457304943914,5,0.600391898492345,-0.443944911404698
42,"Male","No formal education","White","2","Conservative Party","I voted Leave","treat2","White",-0.346210927114368,-0.476248804454124,-1.97569903264372,0.109008854862144,-0.72988822364663,0.653457304943914,2,0.174875760452895,-0.163023990239364
22,"Male","GCSE (or equivalent)","White","2","No party","I voted Remain","treat2","White",0.478411095681547,-0.476248804454124,0.542226157630451,0.80645351844387,0.35076386178548,-0.61273521267665,1.66666666666667,0.352190160319605,-1.18753996348727
63,"Male","A-level (or equivalent)","White","9","Labour","I was eligible to vote, but did not","treat2","White",0.478411095681547,-0.476248804454124,-0.569873777763838,-1.43269617716106,-0.72988822364663,-0.61273521267665,5.33333333333333,-0.934074901068862,0.0841065831950797
52,"Male","Undergraduate degree (e.g., BA)","White","4","Labour","I voted Leave","treat2","White",0.478411095681547,1.20587038402259,0.542226157630451,-0.758820588623685,0.35076386178548,0.653457304943914,4,-0.490582433502787,0.75147380203735
20,"Male","Undergraduate degree (e.g., BA)","White","4","Labour","I was not eligible to vote, but would have voted Leave","treat2","White",0.478411095681547,-0.476248804454124,-1.34535842401841,0.141657406557449,-0.836909460334576,0.653457304943914,4,-0.0555469339462184,-0.443944911404698
47,"Male","Undergraduate degree (e.g., BA)","White","12","Liberal Democrats","I voted Remain","treat2","White",0.478411095681547,-0.476248804454124,-0.247447914764378,-1.43269617716106,0.35076386178548,-0.61273521267665,6,1.2012493209256,-1.18753996348727
18,"Female","GCSE (or equivalent)","White","5","Labour","I was not eligible to vote, but would have voted Remain","treat2","White",-0.346210927114368,0.460547865513442,-0.247447914764378,-0.758820588623685,0.35076386178548,-0.61273521267665,4.66666666666667,-0.934074901068862,2.01819117897551
26,"Male","Undergraduate degree (e.g., BA)","White","3","Conservative Party","I voted Leave","treat2","White",0.478411095681547,0.373599441351396,-0.68875631400841,0.439060660820015,0.35076386178548,-0.61273521267665,4.66666666666667,0.906610295808507,-1.18753996348727
55,"Male","Undergraduate degree (e.g., BA)","White","7","Conservative Party","I voted Remain","treat2","White",0.478411095681547,0.460547865513442,0.57025107322729,1.27888711087707,0.35076386178548,-0.61273521267665,5,0.906610295808507,-0.515989718002722
46,"Male","GCSE (or equivalent)","White","2","Labour","I voted Remain","treat2","White",-1.12485768652899,-0.476248804454124,-0.40656918917133,0.141657406557449,0.35076386178548,0.653457304943914,2,-0.934074901068862,0.544144457015295
67,"Male","Undergraduate degree (e.g., BA)","White","8","Conservative Party","I voted Leave","treat2","White",0.478411095681547,-0.476248804454124,1.6137917861682,1.27888711087707,0.35076386178548,0.653457304943914,4,1.2012493209256,-1.18753996348727
26,"Male","Postgraduate degree (e.g., MA, MSc, PhD)","White","10","Green Party","I voted Remain","treat2","White",0.478411095681547,-0.476248804454124,-0.40656918917133,-0.758820588623685,0.35076386178548,-0.61273521267665,6,-0.934074901068862,0.75147380203735
24,"Male","Undergraduate degree (e.g., BA)","White","5","Labour","I voted Remain","treat2","White",-0.346210927114368,-0.476248804454124,-1.60829096761465,1.27888711087707,0.35076386178548,-0.61273521267665,4.33333333333333,0.906610295808507,-1.18753996348727
20,"Male","Undergraduate degree (e.g., BA)","White","4","Conservative Party","I was eligible to vote, but did not","treat2","White",-0.346210927114368,0.460547865513442,0.980948052732125,-0.266041503411797,0.35076386178548,-0.61273521267665,3.33333333333333,0.411588730106231,-0.257205825640622
27,"Male","Undergraduate degree (e.g., BA)","White","2","Conservative Party","I voted Remain","treat2","White",0.478411095681547,-0.476248804454124,-1.60829096761465,-1.43269617716106,0.35076386178548,-0.61273521267665,6,0.60588091299883,2.01819117897551
26,"Male","Undergraduate degree (e.g., BA)","White","8","Brexit Party","I voted Leave","treat2","White",0.478411095681547,-0.476248804454124,-1.03522129865336,0.109008854862144,-1.33896920861413,1.23698157272214,6,1.2012493209256,-0.47281424275262
23,"Male","Undergraduate degree (e.g., BA)","White","4","Labour","I voted Remain","treat2","White",0.478411095681547,-0.476248804454124,-0.569873777763838,-0.711099143561654,0.35076386178548,-0.61273521267665,6,0.00112798586670993,0.75147380203735
51,"Male","A-level (or equivalent)","White","6","Conservative Party","I voted Leave","treat2","White",0.478411095681547,1.2085476392682,-0.858249332927297,0.80645351844387,-0.72988822364663,0.653457304943914,4.33333333333333,0.174875760452895,-0.163023990239364
26,"Male","A-level (or equivalent)","White","4","No party","I was not eligible to vote, but would not have voted","treat2","White",-0.346210927114368,-0.476248804454124,-0.012674512737052,0.841543428125356,0.35076386178548,-0.61273521267665,4.33333333333333,0.00112798586670993,0.179364505373351
24,"Male","Postgraduate degree (e.g., MA, MSc, PhD)","White","9","Conservative Party","I voted Remain","treat2","White",-0.346210927114368,-0.476248804454124,-0.569873777763838,0.109008854862144,-0.72988822364663,0.653457304943914,5,-0.423893164514084,-0.443944911404698
54,"Male","A-level (or equivalent)","White","8","Conservative Party","I voted Remain","treat2","White",0.478411095681547,0.460547865513442,0.0148571350245476,-0.266041503411797,-0.836909460334576,0.653457304943914,5,0.60588091299883,-0.840650458004401
39,"Male","Undergraduate degree (e.g., BA)","White","5","Conservative Party","I was eligible to vote, but did not","treat2","White",-1.12485768652899,-0.476248804454124,0.0148571350245476,2.48638709001981,-2.03879438148036,1.43641623760841,4.33333333333333,-0.235395323329264,-0.723456133636216
31,"Male","Undergraduate degree (e.g., BA)","White","4","Plaid Cymru","I voted Remain","treat2","White",0.478411095681547,-0.476248804454124,-0.136546566210078,-0.758820588623685,0.35076386178548,-0.61273521267665,4,0.00112798586670993,0.75147380203735
52,"Male","Undergraduate degree (e.g., BA)","White","1","Labour","I voted Remain","treat2","White",-0.346210927114368,-0.476248804454124,0.781125400458478,-0.266041503411797,0.35076386178548,-0.61273521267665,6,-0.359213311702064,2.01819117897551
29,"Male","A-level (or equivalent)","White","3","Labour","I voted Remain","treat2","White",-0.406090459737849,1.2085476392682,-0.012674512737052,-1.43269617716106,0.35076386178548,-0.61273521267665,2.33333333333333,-0.934074901068862,0.440481649117151
39,"Male","GCSE (or equivalent)","White","2","Conservative Party","I was eligible to vote, but did not","treat2","White",-0.346210927114368,-0.476248804454124,0.810849997415703,0.80645351844387,-1.49368278420392,-0.61273521267665,3.33333333333333,1.2012493209256,-0.19002059566143
42,"Male","Undergraduate degree (e.g., BA)","White","3","Labour","I voted Remain","treat2","White",0.478411095681547,-0.476248804454124,-0.40656918917133,-1.43269617716106,0.35076386178548,-0.61273521267665,5,-0.423893164514084,0.0841065831950797
38,"Male","Postgraduate degree (e.g., MA, MSc, PhD)","White","11","Labour","I voted Leave","treat2","White",-0.406090459737849,1.2085476392682,-1.34535842401841,-0.758820588623685,-0.72988822364663,0.653457304943914,6,-0.927997656324309,2.01819117897551
