age,gender,education,ethnicity,income,partisanship,eu_ref,k_scale_virus,k_scale_bacteria,k_scale_hot,k_scale_vaccine,k_scale_recover,k_scale_mosquito,k_scale_antibiotics,contact_scale_tested,contact_scale_confident,contact_scale_know_tested,contact_scale_know_passed,contact_scale_treating,numeracy_fractions,numeracy_discount,numeracy_useful,trust_understands,trust_intentions,trust_does_right,distrust_no_respect,distrust_ignore,distrust_unfair,time_on_page,worry_scale_contracting,worry_scale_unwell,worry_scale_fr_fam,worry_scale_finances,worry_scale_job,worry_scale_society,govt_perform_comm,govt_perform_advice,govt_perform_response,govt_perform_adapt,govt_perform_compared,govt_perform_protecting,restrictions_quarantine,restrictions_schools,restrictions_events,restrictions_hospital,restrictions_stop_flights,restrictions_quar_flights,restrictions_soc_dist,restrictions_mask_transport,restrictions_mask_indoors,behavior_hairdresser,behavior_museum,behavior_bars,behavior_public_toilet,behavior_public_transport,behavior_cinemas,behavior_abroad,behavior_worship,behavior_gym,behavior_public_gathering,manip_check,condition,residence,nationality,ethnicity_simple,know,contact,worry,govt_perf,restrict,behavior,numeracy,trust,distrust
42,Male,"Undergraduate degree (e.g., BA)",White,3,Labour,I voted Remain,0,1,1,1,1,1,1,0,0,0,0,0,5,5,5,2,3,2,3,4,3,33,1,1,2,1,0,1,2,3,2,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,More than one,treat2,NA,United Kingdom,White,0.47841109568154694,-0.47624880000000003,-0.4065692,-1.432696,0.3507639,-0.6127352,5,-0.4238932,0.08410658
38,Male,"Postgraduate degree (e.g., MA, MSc, PhD)",White,11,Labour,I voted Leave,0,1,1,1,0,1,1,0,1,1,1,0,6,6,6,2,3,1,5,5,5,23,0,0,2,3,3,3,4,2,2,2,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,More than one,treat2,NA,United Kingdom,White,-0.40609045973784896,1.208548,-1.345358,-0.7588206,-0.7298882,0.6534573,6,-0.9279977,2.018191
20,Male,A-level (or equivalent),White,6,Green Party,"I was not eligible to vote, but would have voted Remain",0,1,1,1,1,1,0,0,1,0,0,0,4,5,5,3,3,3,3,2,2,62,1,0,2,3,3,3,3,2,2,4,2,2,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,More than one,treat2,United Kingdom,United Kingdom,White,0.47841109568154694,-0.47624880000000003,-0.8582493,0.4390607,-1.338969,0.6534573,4.666667,0.1748758,-0.7234561
18,Male,A-level (or equivalent),White,7,Conservative Party,"I was not eligible to vote, but would have voted Leave",0,1,0,1,1,1,1,0,0,0,0,0,6,6,6,2,2,2,4,4,2,12,1,1,2,1,0,2,3,4,2,4,2,2,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,More than one,treat2,United Kingdom,United Kingdom,White,-0.34621092711436813,-0.47624880000000003,-0.4065692,0.4390607,0.3507639,0.6534573,6,-0.7075673,0.151786
39,Male,GCSE (or equivalent),White,6,Brexit Party,I voted Leave,0,1,1,1,1,1,1,0,0,1,0,0,4,6,5,1,2,2,5,5,4,21,3,3,3,2,1,3,3,3,2,2,1,2,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,More than one,treat2,United Kingdom,United Kingdom,White,0.47841109568154694,0.4605479,1.613792,-0.2660415,0.3507639,-0.6127352,5,-0.9340749,1.513025
21,Male,"Undergraduate degree (e.g., BA)",White,8,Labour,"I was not eligible to vote, but would have voted Remain",0,1,1,1,1,1,1,0,0,0,0,0,6,6,5,2,4,3,3,3,3,12,0,0,1,0,0,1,3,4,3,3,3,4,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,More than one,treat2,United Kingdom,United Kingdom,White,0.47841109568154694,-0.47624880000000003,-1.608291,0.8415434,0.3507639,1.436416,5.666667,0.2316785,-0.163024
33,Male,"Postgraduate degree (e.g., MA, MSc, PhD)",White,6,Labour,I voted Remain,0,1,1,1,1,1,1,0,0,0,1,0,3,6,5,1,1,2,4,4,4,15,2,2,2,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,More than one,treat2,United Kingdom,United Kingdom,White,0.47841109568154694,0.3735994,0.3913119,-1.432696,0.3507639,-0.6127352,4.666667,-1.237278,0.7514738
44,Male,"Undergraduate degree (e.g., BA)",White,4,Conservative Party,I voted Leave,0,1,1,1,1,1,1,0,0,0,0,0,0,0,3,5,5,5,2,5,5,44,3,3,3,3,3,3,5,5,4,5,4,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,More than one,treat2,United Kingdom,United Kingdom,White,0.47841109568154694,-0.47624880000000003,1.613792,2.486387,0.3507639,-0.6127352,1,2.680692,0.566636
22,Male,"Undergraduate degree (e.g., BA)",White,12,No party,I voted Remain,0,1,1,1,1,1,1,0,0,0,0,0,6,6,6,3,4,3,2,3,2,11,0,0,1,0,0,2,4,4,4,4,2,3,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,More than one,treat2,United Kingdom,United Kingdom,White,0.47841109568154694,-0.47624880000000003,-1.608291,0.8064535,-0.7298882,0.6534573,6,0.4115887,-0.8406505
72,Male,"Undergraduate degree (e.g., BA)",White,3,Conservative Party,I voted Leave,0,1,1,1,1,1,1,0,0,0,0,0,4,4,4,3,4,4,2,2,2,24,1,1,2,2,0,1,2,3,3,3,2,3,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,More than one,treat2,United Kingdom,United Kingdom,White,0.47841109568154694,-0.47624880000000003,-0.4065692,0.4694535,0.3507639,-0.6127352,4,0.9066103,-1.18754
30,Male,A-level (or equivalent),White,3,Conservative Party,I voted Leave,0,1,1,1,1,1,1,0,0,0,0,0,4,6,5,2,2,2,4,4,2,12,2,1,3,3,3,3,2,3,1,2,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,More than one,treat2,United Kingdom,United Kingdom,White,0.47841109568154694,-0.47624880000000003,0.1364288,-0.7588206,0.3507639,-0.6127352,5,-0.7075673,0.151786
19,Male,A-level (or equivalent),White,9,Conservative Party,"I was not eligible to vote, but would have voted Remain",0,1,1,1,1,1,1,0,0,0,0,0,4,5,4,4,5,4,1,2,2,25,0,0,0,1,0,1,4,3,4,3,2,4,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,More than one,treat2,United Kingdom,United Kingdom,White,0.47841109568154694,-0.47624880000000003,-1.975699,0.8415434,-0.7298882,-0.6127352,4.333333,1.647681,-1.728708
33,Male,"Postgraduate degree (e.g., MA, MSc, PhD)",White,4,No party,I voted Leave,0,1,1,1,1,1,1,0,0,0,0,0,4,4,5,4,4,4,3,2,2,26,1,1,1,2,2,3,3,4,4,2,4,3,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,More than one,treat2,United Kingdom,United Kingdom,White,0.47841109568154694,-0.47624880000000003,-0.5698738,0.1416574,-0.7298882,-0.6127352,4.333333,1.201249,-0.7234561
46,Male,A-level (or equivalent),White,3,Conservative Party,I voted Leave,0,1,1,1,1,1,1,0,1,0,0,0,4,4,5,4,4,3,3,4,2,17,3,3,3,3,3,3,4,2,2,2,2,3,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,More than one,treat2,NA,United Kingdom,White,0.47841109568154694,-0.47624880000000003,1.613792,0.1416574,-0.7298882,-0.6127352,4.333333,0.60588089999999994,-0.1900206
53,Male,GCSE (or equivalent),White,6,Conservative Party,"I was eligible to vote, but did not",0,1,0,1,1,1,1,0,0,1,0,0,4,6,5,4,4,4,3,3,2,21,1,1,2,2,0,2,4,4,3,4,3,4,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,More than one,treat2,United Kingdom,United Kingdom,White,-0.34621092711436813,0.4605479,-0.4065692,1.278887,0.3507639,0.6534573,5,1.201249,-0.4439449
58,Male,"Postgraduate degree (e.g., MA, MSc, PhD)",White,3,No party,I voted Remain,0,1,1,1,1,1,1,0,0,0,0,0,3,6,2,2,3,3,2,3,2,30,0,0,0,2,2,2,3,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,More than one,treat2,United Kingdom,United Kingdom,White,0.47841109568154694,-0.47624880000000003,-1.975699,0.1416574,-2.038794,-0.6127352,3.666667,0.001127986,-0.8406505
24,Male,"Postgraduate degree (e.g., MA, MSc, PhD)",White,8,Liberal Democrats,I voted Remain,0,1,0,1,1,1,1,0,0,0,0,0,5,6,6,3,3,3,3,3,3,15,2,2,2,2,2,1,3,3,3,3,3,3,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,More than one,treat2,NA,NA,White,-0.34621092711436813,-0.47624880000000003,0.3913119,0.4694535,0.3507639,-0.6127352,5.666667,0.1748758,-0.163024
30,Male,A-level (or equivalent),White,3,Labour,I voted Remain,0,1,1,1,1,1,1,0,1,0,0,0,2,6,3,2,2,2,4,4,4,22,1,0,2,2,1,2,2,4,2,2,2,2,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,More than one,treat2,United Kingdom,United Kingdom,White,0.47841109568154694,-0.47624880000000003,-0.8582493,-0.2660415,-0.7298882,0.6534573,3.666667,-0.7075673,0.7514738
19,Male,A-level (or equivalent),White,6,No party,"I was not eligible to vote, but would have voted Remain",0,1,1,1,1,1,1,0,0,0,0,0,1,2,5,3,2,2,4,3,3,31,1,0,2,1,0,0,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,More than one,treat2,United Kingdom,United Kingdom,White,0.47841109568154694,-0.47624880000000003,-0.8582493,-1.432696,0.3507639,-0.6127352,2.666667,-0.4905824,0.1793645
18,Male,A-level (or equivalent),White,4,Labour,"I was not eligible to vote, but would have voted Remain",0,1,1,1,1,1,1,0,1,0,0,0,6,6,6,1,2,1,2,4,4,21,3,2,3,0,0,2,2,4,1,1,2,2,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,More than one,treat2,United Kingdom,United Kingdom,White,0.47841109568154694,-0.47624880000000003,0.9483857,-0.7110991,0.3507639,-0.6127352,6,-1.480307,0.01705671
30,Male,"Undergraduate degree (e.g., BA)",White,5,Green Party,"I was eligible to vote, but did not",0,1,1,1,1,1,1,0,1,1,1,0,6,6,6,1,2,2,5,4,5,11,0,0,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,More than one,treat2,United Kingdom,United Kingdom,White,0.47841109568154694,1.208548,-1.608291,-1.432696,0.3507639,2.085094,6,-0.9340749,1.554463
64,Male,A-level (or equivalent),White,3,Liberal Democrats,I voted Remain,0,1,1,1,1,1,1,0,0,0,1,0,6,6,6,3,4,3,3,3,3,12,0,0,0,0,1,1,2,2,2,2,2,2,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,More than one,treat2,Chile,United Kingdom,White,0.47841109568154694,0.3735994,-1.975699,-0.2660415,0.3507639,-0.6127352,6,0.4115887,-0.163024
36,Male,"Undergraduate degree (e.g., BA)",White,8,Labour,I voted Remain,0,1,1,1,1,1,1,0,1,0,0,0,2,4,4,2,2,4,4,4,4,10,0,1,2,3,1,2,4,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,More than one,treat2,United Kingdom,United Kingdom,White,0.47841109568154694,-0.47624880000000003,-0.8267513,-0.2660415,0.3507639,0.6534573,3.333333,0.1702192,0.7514738
30,Male,A-level (or equivalent),White,2,Brexit Party,I voted Leave,0,1,1,0,1,1,1,0,0,1,1,0,3,3,4,2,4,3,4,4,3,27,3,2,3,3,3,3,2,4,1,2,2,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,More than one,treat2,NA,NA,White,-0.4271106675552896,1.208548,0.9483857,-0.7588206,0.3507639,-0.6127352,3.333333,0.2316785,0.4404816
63,Male,"Postgraduate degree (e.g., MA, MSc, PhD)",White,7,Conservative Party,I voted Remain,0,1,1,1,1,1,1,0,0,0,0,0,6,6,6,3,4,2,4,3,4,13,2,2,3,3,3,3,3,2,4,2,2,2,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,More than one,treat2,United Kingdom,United Kingdom,White,0.47841109568154694,-0.47624880000000003,0.5422262,-0.2660415,-0.7298882,-0.6127352,6,0.005775321,0.4700348
18,Male,A-level (or equivalent),White,3,No party,"I was not eligible to vote, but would not have voted",0,1,1,1,1,1,1,0,0,0,0,0,2,2,2,3,3,3,3,2,3,44,0,0,0,0,0,2,3,4,3,3,1,4,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,More than one,treat2,United Kingdom,United Kingdom,White,0.47841109568154694,-0.47624880000000003,-1.975699,0.8415434,0.3507639,-0.6127352,2,0.1748758,-0.4153755
27,Male,"Undergraduate degree (e.g., BA)",White,7,Green Party,I voted Leave,0,1,1,1,1,1,1,0,1,1,0,0,6,6,6,2,2,2,5,5,5,28,2,2,3,1,0,1,1,2,1,2,2,2,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,More than one,treat2,United Kingdom,United Kingdom,White,0.47841109568154694,0.4605479,0.5422262,-0.2660415,0.3507639,0.6534573,6,-0.7075673,2.018191
49,Male,"Undergraduate degree (e.g., BA)",White,4,Labour,I voted Remain,0,1,1,1,1,1,1,0,0,0,1,0,3,4,5,1,2,1,5,5,5,13,1,0,2,3,3,3,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,More than one,treat2,United Kingdom,United Kingdom,White,0.47841109568154694,0.3735994,-0.8582493,-1.432696,-0.6312109,-0.6127352,4,-1.480307,2.018191
66,Male,"Postgraduate degree (e.g., MA, MSc, PhD)",White,3,Liberal Democrats,I voted Remain,0,1,1,1,1,1,1,0,0,1,0,0,4,4,5,3,3,2,3,3,3,29,2,1,2,3,0,3,2,3,2,2,2,2,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,More than one,treat2,United Kingdom,United Kingdom,White,0.47841109568154694,0.4605479,-0.01267451,-0.2660415,-1.493683,0.6534573,4.333333,-0.2304456,-0.163024
24,Male,A-level (or equivalent),White,11,Labour,I voted Remain,0,1,1,1,1,1,1,0,0,0,0,0,4,2,4,2,4,4,5,3,2,16,2,1,3,0,3,3,5,5,5,5,3,2,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,More than one,treat2,United Kingdom,United Kingdom,White,0.47841109568154694,-0.47624880000000003,0.1364288,0.7721602,0.3507639,-0.6127352,3.333333,0.6685908,0.2482822
35,Male,"Postgraduate degree (e.g., MA, MSc, PhD)",White,6,Conservative Party,I voted Leave,0,0,0,1,1,1,1,0,1,0,0,0,2,6,5,3,3,4,2,4,1,10,1,0,0,2,2,2,4,4,2,4,2,3,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,More than one,treat2,United Kingdom,United Kingdom,White,-0.34621092711436813,-0.47624880000000003,-1.229222,0.8064535,-0.6312109,-0.6127352,4.333333,0.6003919,-0.8757894
18,Male,A-level (or equivalent),White,6,Labour,"I was not eligible to vote, but would have voted Remain",0,1,1,1,0,1,1,0,1,0,0,0,5,5,5,1,2,1,3,4,2,9,1,1,1,0,0,1,1,2,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,More than one,treat2,United Kingdom,United Kingdom,White,-0.40609045973784896,-0.47624880000000003,-0.5698738,-1.432696,-0.7298882,1.436416,5,-1.480307,-0.1900206
49,Male,GCSE (or equivalent),White,3,Conservative Party,I voted Leave,0,1,0,1,1,1,0,0,0,0,0,0,1,5,3,3,4,4,3,3,3,29,2,2,2,2,0,2,3,4,4,4,3,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,More than one,treat2,United Kingdom,United Kingdom,White,-0.34621092711436813,-0.47624880000000003,0.3913119,0.8064535,0.3507639,-0.6127352,3,0.9066103,-0.163024
46,Male,"Undergraduate degree (e.g., BA)",White,8,Conservative Party,I voted Remain,0,1,1,1,1,1,1,0,0,1,1,0,5,5,5,2,3,4,2,3,1,33,2,1,3,2,2,3,2,3,1,2,2,3,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,More than one,treat2,United Kingdom,United Kingdom,White,0.47841109568154694,1.208548,0.1364288,0.1416574,0.3507639,-0.6127352,5,0.4066492,-1.228558
22,Male,A-level (or equivalent),White,5,Conservative Party,I voted Remain,0,1,1,1,0,1,1,0,0,0,0,0,5,6,5,4,4,4,1,3,1,13,2,3,3,0,0,2,2,4,3,3,2,4,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,More than one,treat2,United Kingdom,United Kingdom,White,-0.40609045973784896,-0.47624880000000003,0.9809481,0.8415434,-0.7298882,-0.6127352,5.333333,1.201249,-1.772136
28,Male,"Undergraduate degree (e.g., BA)",White,3,Other party,I voted Remain,0,1,1,1,1,1,1,0,0,1,0,0,3,3,4,1,1,1,4,4,4,31,2,2,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,More than one,treat2,United Kingdom,United Kingdom,White,0.47841109568154694,0.4605479,0.5422262,-1.432696,0.3507639,-0.6127352,3.333333,-1.956808,0.7514738
33,Male,"Postgraduate degree (e.g., MA, MSc, PhD)",White,7,Labour,I voted Remain,0,1,1,1,1,1,1,0,0,0,0,0,1,5,5,3,3,4,4,4,2,36,3,3,3,3,2,3,3,3,2,3,2,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,More than one,treat2,Germany,United Kingdom,White,0.47841109568154694,-0.47624880000000003,1.613792,-0.3047412,0.3507639,-0.6127352,3.666667,0.6003919,0.151786
42,Male,GCSE (or equivalent),White,2,Conservative Party,I voted Leave,0,1,1,1,1,1,1,0,0,0,0,0,1,3,2,3,4,3,3,3,3,16,2,1,2,0,0,2,4,4,3,3,3,3,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,More than one,treat2,United Kingdom,United Kingdom,White,0.47841109568154694,-0.47624880000000003,-0.01267451,0.4694535,0.3507639,-0.6127352,2,0.4115887,-0.163024
25,Male,"Postgraduate degree (e.g., MA, MSc, PhD)",White,4,Labour,I voted Remain,0,1,1,1,1,1,1,0,0,0,0,0,5,6,6,4,3,2,2,2,2,9,1,0,2,0,0,3,3,4,1,3,3,2,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,More than one,treat2,United Kingdom,United Kingdom,White,0.47841109568154694,-0.47624880000000003,-0.8582493,0.1090089,0.3507639,1.236982,5.666667,-0.05086244,-1.18754
39,Male,"Undergraduate degree (e.g., BA)",White,5,Labour,I voted Remain,0,1,1,1,1,1,1,0,1,0,0,0,6,6,6,2,4,3,4,4,3,48,1,1,2,0,0,2,3,3,1,2,1,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,More than one,treat2,United Kingdom,United Kingdom,White,0.47841109568154694,-0.47624880000000003,-0.4065692,-0.7588206,0.3507639,0.6534573,6,0.2316785,0.4404816
24,Male,GCSE (or equivalent),White,4,Labour,I voted Remain,0,1,1,1,1,1,1,0,0,0,0,0,6,6,6,4,5,4,2,3,2,50,1,1,2,0,0,3,4,5,2,4,2,3,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,More than one,treat2,United Kingdom,United Kingdom,White,0.47841109568154694,-0.47624880000000003,-0.4065692,0.8064535,0.3507639,-0.6127352,6,1.647681,-0.8406505
50,Male,"Undergraduate degree (e.g., BA)",White,1,Liberal Democrats,I voted Remain,0,1,1,1,1,1,1,0,0,1,0,0,4,6,6,3,4,3,4,4,4,31,0,2,2,3,0,3,2,3,2,3,2,3,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,More than one,treat2,NA,United Kingdom,White,0.47841109568154694,0.4605479,-0.3770185,0.4694535,0.3507639,-0.6127352,5.333333,0.4115887,0.7514738
32,Male,"Undergraduate degree (e.g., BA)",White,5,No party,I voted Leave,0,0,1,1,1,1,1,0,0,1,1,1,3,3,2,2,3,2,4,3,3,19,0,0,1,3,2,2,1,4,1,2,2,2,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,More than one,treat2,United Kingdom,United Kingdom,White,0.47841109568154694,1.932961,-1.608291,-0.2660415,-0.6312109,0.6534573,2.666667,-0.4238932,0.1793645
20,Male,A-level (or equivalent),White,5,Labour,"I was not eligible to vote, but would have voted Remain",0,1,0,0,0,1,1,0,1,0,0,0,1,5,6,3,4,4,3,3,3,10,0,0,2,1,0,1,3,4,3,3,1,3,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,More than one,treat2,United Kingdom,United Kingdom,White,-1.8625505167009841,-0.47624880000000003,-1.345358,0.4694535,0.3507639,1.236982,4,0.9066103,-0.163024
57,Male,"Undergraduate degree (e.g., BA)",White,3,Labour,I voted Remain,0,1,1,1,0,1,1,0,0,0,0,0,5,6,3,1,2,1,3,4,4,17,2,2,2,1,1,3,1,2,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,More than one,treat2,United Kingdom,United Kingdom,White,-0.40609045973784896,-0.47624880000000003,0.3913119,-1.432696,0.3507639,-0.6127352,4.666667,-1.480307,0.3683095
25,Male,A-level (or equivalent),White,4,UKIP,I voted Leave,0,1,0,1,1,1,1,0,0,1,0,0,4,6,6,2,4,4,4,4,2,12,1,0,2,3,0,1,3,4,2,4,4,4,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,More than one,treat2,United Kingdom,United Kingdom,White,-0.34621092711436813,0.4605479,-0.8582493,1.278887,0.3507639,0.09546931,5.333333,0.6685908,0.151786
43,Male,"Undergraduate degree (e.g., BA)",White,5,Labour,I voted Remain,0,1,0,0,0,1,1,0,0,0,0,0,6,6,6,4,4,4,3,3,2,29,3,3,3,3,2,3,2,1,1,4,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,More than one,treat2,Ireland,United Kingdom,White,-1.8625505167009841,-0.47624880000000003,1.613792,0.0759321,0.3507639,-0.6127352,6,1.201249,-0.4439449
64,Male,"Postgraduate degree (e.g., MA, MSc, PhD)",White,6,Conservative Party,I voted Remain,0,1,1,1,1,1,1,0,0,0,0,0,5,5,5,3,4,4,2,3,2,27,2,2,2,1,0,2,4,4,3,5,3,3,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,More than one,treat2,United Kingdom,United Kingdom,White,0.47841109568154694,-0.47624880000000003,0.3913119,1.231548,0.3507639,-0.6127352,5,0.9066103,-0.8406505
66,Male,A-level (or equivalent),Mixed,3,No party,I voted Remain,0,1,1,1,1,1,1,0,1,0,0,0,3,6,6,3,3,3,3,2,2,29,1,1,1,1,0,2,3,2,2,2,2,2,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,More than one,treat2,United Kingdom,United Kingdom,Other,0.47841109568154694,-0.47624880000000003,-0.5698738,-0.2660415,-0.7298882,0.6534573,5,0.1748758,-0.7234561
54,Male,"Undergraduate degree (e.g., BA)",White,5,Conservative Party,I voted Leave,0,1,0,1,1,1,1,0,1,0,0,0,2,6,4,2,3,2,4,4,3,7,0,0,1,0,0,1,2,3,2,2,3,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,More than one,treat2,United Kingdom,United Kingdom,White,-0.34621092711436813,-0.47624880000000003,-1.608291,-0.2660415,0.3507639,-0.6127352,4,-0.4238932,0.4404816
18,Male,A-level (or equivalent),White,1,Labour,"I was not eligible to vote, but would have voted Leave",0,1,1,1,1,1,1,0,1,1,0,0,5,3,3,1,1,2,5,5,5,17,1,1,2,1,0,1,1,1,1,1,2,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,More than one,treat2,United Kingdom,United Kingdom,White,0.47841109568154694,0.4605479,-0.4065692,-1.432696,-2.038794,0.6534573,3.666667,-1.237278,2.018191
29,Male,"Postgraduate degree (e.g., MA, MSc, PhD)",White,6,Green Party,I voted Remain,0,1,1,1,1,1,1,0,0,1,1,0,4,5,5,2,3,2,4,4,4,17,0,0,3,0,0,0,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,More than one,treat2,United Kingdom,United Kingdom,White,0.47841109568154694,1.208548,-1.135343,-0.7588206,0.3507639,-0.6127352,4.666667,-0.4238932,0.7514738
32,Male,"Undergraduate degree (e.g., BA)",White,4,SNP,I voted Remain,0,1,1,1,1,1,1,0,0,0,1,0,5,4,4,3,4,3,3,2,3,38,2,2,2,2,1,2,2,2,1,2,2,2,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,More than one,treat2,United Kingdom,United Kingdom,White,0.47841109568154694,0.3735994,0.3913119,-0.2660415,0.3507639,-0.6127352,4.333333,0.4115887,-0.4153755
29,Male,A-level (or equivalent),White,3,Labour,I voted Leave,0,1,1,1,1,1,1,0,0,1,0,0,5,6,5,3,4,4,2,3,2,44,2,2,3,2,1,2,3,3,2,2,2,2,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,More than one,treat2,United Kingdom,United Kingdom,White,0.47841109568154694,0.4605479,0.5422262,-0.2660415,0.3507639,-0.6127352,5.333333,0.9066103,-0.8406505
29,Male,A-level (or equivalent),White,1,Labour,"I was eligible to vote, but did not",1,1,1,1,1,1,1,0,0,0,0,0,1,2,2,3,4,3,3,3,3,132,0,0,0,1,0,1,3,2,3,3,3,2,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,More than one,treat2,United Kingdom,United Kingdom,White,0.47841109568154694,-0.47624880000000003,-1.975699,0.1090089,0.3507639,-0.6127352,1.666667,0.4115887,-0.163024
20,Male,"Undergraduate degree (e.g., BA)",White,4,Conservative Party,"I was not eligible to vote, but would have voted Leave",0,1,0,1,1,0,1,0,0,0,1,0,4,6,5,2,3,3,3,4,4,11,1,1,2,2,0,3,4,2,2,2,2,3,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,More than one,treat2,United Kingdom,United Kingdom,White,-0.34621092711436813,0.3735994,-0.4065692,0.1416574,-1.493683,1.236982,5,0.001127986,0.3683095
29,Male,"Undergraduate degree (e.g., BA)",White,7,Conservative Party,I voted Remain,0,1,1,1,1,1,1,0,0,0,0,0,4,4,5,4,4,4,3,3,3,15,1,1,2,1,2,2,4,4,4,4,3,4,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,More than one,treat2,United Kingdom,United Kingdom,White,0.47841109568154694,-0.47624880000000003,-0.4065692,1.278887,0.3507639,-0.6127352,4.333333,1.201249,-0.163024
50,Male,"Undergraduate degree (e.g., BA)",White,3,Labour,I voted Leave,0,1,1,1,1,1,1,0,0,0,0,0,6,6,6,2,3,3,3,3,2,49,3,3,2,2,2,2,2,3,1,2,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,More than one,treat2,United Kingdom,United Kingdom,White,0.47841109568154694,-0.47624880000000003,1.30115,-0.7588206,0.3507639,-0.6127352,6,0.001127986,-0.4439449
